Input.text1,Input.text2,Answer.semantic-similarity.label,Input.dataset,Title,Description,Input.SE_Model,Input.SE_Thresh
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .,romanek keeps added flourishes -- artsy fantasy sequences -- that simply feel amiss . they cheapen the totals effect .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .,romanek keeps added flourishes -- artsy fantasy sequences -- that simply feel amiss . they cheapen the totals effect .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .,romanek keeps added flourishes -- artsy fantasy sequences -- that simply feel amiss . they cheapen the totals effect .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .,romanek keeps added flourishes -- artsy fantasy sequences -- that simply feel amiss . they cheapen the totals effect .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .,romanek keeps added flourishes -- artsy fantasy sequences -- that simply feel amiss . they cheapen the totals effect .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .,romanek keeps added flourishes -- artsy fantasy sequences -- that simply feel amiss . they cheapen the totals effect .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .,romanek keeps added flourishes -- artsy fantasy sequences -- that simply feel amiss . they cheapen the totals effect .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect .,romanek keeps added flourishes -- artsy fantasy sequences -- that simply feel amiss . they cheapen the totals effect .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .","both lead performances are oscar-size . quaid is altogether fearless as the tortured husband living a painful lying , and moore divinely underplays the lengthy-suffers heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Strongly Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Strongly Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"when it comes to entertainment , children deserve better than pokemon 4ever .","when it happens to entertainment , kids deserves better than pokemon 4ever .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Strongly Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a plodding look at the french revolution through the eyes of aristocrats .,a plodding gaze at the french revolution through the eyes of aristocrats .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Strongly Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .","there's no denied the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but truly the whole series is so much pretentious nonsense , lavishly commended by those who equate obscurity with profundity .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the characters , cast in impossibly contrived situations , are totally estranged from reality .","the characters , cast in impossibly contrived circumstances , are abundantly estranged from realities .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .","quitting provides a sucker-punch , and its impacts is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath habitation .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Not sure,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .","a disappointment for those who love alternates versions of the bard , particularly ones that involve deep fryers and hamburgers .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Strongly Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
