"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.index","Input.text","Input.label","Answer.sentiment.label","Approve","Reject"
"3ROUCZ907FUAS38G0X1U9EBCZX3OO9","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3ZOTGHDK5IBSCFY3XGN4I3H0CXGSO0","A1YSYI926BBOHW","Submitted","Sun Dec 08 08:07:30 PST 2019","Sun Dec 08 08:08:15 PST 2019","Wed Dec 11 08:08:15 PST 2019","","","","45","100% (1660/1660)","100% (160/160)","100% (160/160)","89","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","real","Real"
"3ROUCZ907FUAS38G0X1U9EBCZX3OO9","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3ZSY5X72NXBGB0YQIRNZSTC4QVYOR9","A27VBVMMEX9GJB","Submitted","Sun Dec 08 08:15:08 PST 2019","Sun Dec 08 08:15:38 PST 2019","Wed Dec 11 08:15:38 PST 2019","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","89","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","338JKRMM26ZEK2QMC36NDUQTE5VAHY","A1YSYI926BBOHW","Submitted","Sun Dec 08 07:57:38 PST 2019","Sun Dec 08 07:58:11 PST 2019","Wed Dec 11 07:58:11 PST 2019","","","","33","100% (1660/1660)","100% (160/160)","100% (160/160)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","378XPAWRUCDEGX16ILO8D6R8EI9IAY","AHEJHFN0VV6E3","Submitted","Sun Dec 08 07:53:44 PST 2019","Sun Dec 08 07:53:54 PST 2019","Wed Dec 11 07:53:54 PST 2019","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3907X2AHF05HSGT6I1LDGL9MO8D2PO","A1NF6PELRKACS9","Submitted","Sun Dec 08 07:55:39 PST 2019","Sun Dec 08 07:56:00 PST 2019","Wed Dec 11 07:56:00 PST 2019","","","","21","100% (34/34)","0% (0/0)","0% (0/0)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3F0BG9B9MPNINVIDF0YRP3J63T1Y7T","AJDXSXAWDDAEO","Submitted","Sun Dec 08 07:58:47 PST 2019","Sun Dec 08 08:00:11 PST 2019","Wed Dec 11 08:00:11 PST 2019","","","","84","100% (12/12)","0% (0/0)","0% (0/0)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3JCG6DTRV3QJKBW6KPQ3C8XZ9AEQQI","A2HM35CWB7IIFM","Submitted","Sun Dec 08 08:21:48 PST 2019","Sun Dec 08 08:21:51 PST 2019","Wed Dec 11 08:21:51 PST 2019","","","","3","100% (229/229)","100% (6/6)","100% (6/6)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3JRJSWSMQHL2G70ZDNJ75JFAGFAE3P","A2ESBX4C2Q6TQY","Submitted","Sun Dec 08 07:49:20 PST 2019","Sun Dec 08 07:51:41 PST 2019","Wed Dec 11 07:51:41 PST 2019","","","","141","0% (0/0)","0% (0/0)","0% (0/0)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3LKC68YZ3A3LJWFCHLX5FSKLIABOWA","AFKZZEURTCR8U","Submitted","Sun Dec 08 07:52:50 PST 2019","Sun Dec 08 07:53:14 PST 2019","Wed Dec 11 07:53:14 PST 2019","","","","24","100% (5/5)","0% (0/0)","0% (0/0)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3PPTZCWALQKSY3XX7L9G3193EDZQZC","A1MBOBY8S6CK3J","Submitted","Sun Dec 08 08:21:48 PST 2019","Sun Dec 08 08:21:59 PST 2019","Wed Dec 11 08:21:59 PST 2019","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3RJSC4XJ10U63W89JZ8LZRBQ0AS05G","ATHS9GUME1XCA","Submitted","Sun Dec 08 07:55:34 PST 2019","Sun Dec 08 07:55:46 PST 2019","Wed Dec 11 07:55:46 PST 2019","","","","12","100% (41/41)","100% (37/37)","100% (37/37)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"39AYGO6AFFK2LC20ZMFNDPPGON4N64","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3ZR9AIQJUB9O7D495UPBUZ5C0EX40F","A2OAZPREKF6PQR","Submitted","Sun Dec 08 07:59:08 PST 2019","Sun Dec 08 07:59:15 PST 2019","Wed Dec 11 07:59:15 PST 2019","","","","7","100% (1/1)","0% (0/0)","0% (0/0)","90","too clumsy in key moments . . . to make a big splash .","real","Real"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","31QNSG6A5RT38PRV2W0XQQV4AE187S","A3OZ8KF0HWSVWK","Submitted","Sun Dec 08 08:21:55 PST 2019","Sun Dec 08 08:22:31 PST 2019","Wed Dec 11 08:22:31 PST 2019","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Real"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","34PGFRQONOB7ILOF18507W3ZJG3JWO","AJDXSXAWDDAEO","Submitted","Sun Dec 08 08:14:21 PST 2019","Sun Dec 08 08:15:08 PST 2019","Wed Dec 11 08:15:08 PST 2019","","","","47","100% (12/12)","0% (0/0)","0% (0/0)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Real"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3H7XDTSHKCRXRJYET2KXAJBJROKGWF","A1YSYI926BBOHW","Submitted","Sun Dec 08 07:48:58 PST 2019","Sun Dec 08 07:49:32 PST 2019","Wed Dec 11 07:49:32 PST 2019","","","","34","100% (1660/1660)","100% (160/160)","100% (160/160)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Real"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3IUZPWIU1O72T5UXJT5C8B3CY53KWO","ATBGHQ2VYNIVZ","Submitted","Sun Dec 08 08:17:25 PST 2019","Sun Dec 08 08:18:01 PST 2019","Wed Dec 11 08:18:01 PST 2019","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Computer-altered"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3JNQLM5FT4MR1VE8Q9S6Z402JYD2LR","A1NF6PELRKACS9","Submitted","Sun Dec 08 08:09:26 PST 2019","Sun Dec 08 08:10:31 PST 2019","Wed Dec 11 08:10:31 PST 2019","","","","65","100% (34/34)","0% (0/0)","0% (0/0)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Computer-altered"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3KV0LJBBH2LSBXDE5B8M0PNZVVJRMX","A2OAZPREKF6PQR","Submitted","Sun Dec 08 08:16:38 PST 2019","Sun Dec 08 08:16:46 PST 2019","Wed Dec 11 08:16:46 PST 2019","","","","8","100% (1/1)","0% (0/0)","0% (0/0)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Computer-altered"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3LOZAJ85YDDM1PVX4SVUAYVPQ7LX26","ATHS9GUME1XCA","Submitted","Sun Dec 08 07:53:58 PST 2019","Sun Dec 08 07:54:12 PST 2019","Wed Dec 11 07:54:12 PST 2019","","","","14","100% (41/41)","100% (37/37)","100% (37/37)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Real"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3OS46CRSLFZIF193RF6FCQFGQ1HV6K","AFKZZEURTCR8U","Submitted","Sun Dec 08 08:21:12 PST 2019","Sun Dec 08 08:21:21 PST 2019","Wed Dec 11 08:21:21 PST 2019","","","","9","100% (5/5)","0% (0/0)","0% (0/0)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Real"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3PEIJLRY6TT8D5T4ICK1Y5BEUEFXWN","A194R45ACMQEOR","Submitted","Sun Dec 08 07:46:43 PST 2019","Sun Dec 08 07:48:38 PST 2019","Wed Dec 11 07:48:38 PST 2019","","","","115","0% (0/0)","0% (0/0)","0% (0/0)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Computer-altered"
"32LAQ1JNT9PLI0XLS0Z22U9OGR8TUD","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3TE3O85730824T9LVTP2LG91PQ0R24","A2ESBX4C2Q6TQY","Submitted","Sun Dec 08 07:51:17 PST 2019","Sun Dec 08 07:54:06 PST 2019","Wed Dec 11 07:54:06 PST 2019","","","","169","0% (0/0)","0% (0/0)","0% (0/0)","91","the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","real","Computer-altered"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","30OG32W0SUB9KBT9V63MEXDGLW3EN7","A27VBVMMEX9GJB","Submitted","Sun Dec 08 08:14:28 PST 2019","Sun Dec 08 08:15:08 PST 2019","Wed Dec 11 08:15:08 PST 2019","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Computer-altered"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","354GIDR5ZB678PM8MT29IWFZJ2J00X","A2OAZPREKF6PQR","Submitted","Sun Dec 08 08:19:40 PST 2019","Sun Dec 08 08:19:50 PST 2019","Wed Dec 11 08:19:50 PST 2019","","","","10","100% (1/1)","0% (0/0)","0% (0/0)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Computer-altered"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","35L9RVQFCOIYZB4KI8NEDV2NL8NHUH","A1YSYI926BBOHW","Submitted","Sun Dec 08 08:03:55 PST 2019","Sun Dec 08 08:04:19 PST 2019","Wed Dec 11 08:04:19 PST 2019","","","","24","100% (1660/1660)","100% (160/160)","100% (160/160)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Computer-altered"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","36AHBNMV1RCY44JN6D1DPVT2P43YDL","A2ESBX4C2Q6TQY","Submitted","Sun Dec 08 07:48:46 PST 2019","Sun Dec 08 07:50:44 PST 2019","Wed Dec 11 07:50:44 PST 2019","","","","118","0% (0/0)","0% (0/0)","0% (0/0)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Computer-altered"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3C2NJ6JBKAHHPVHT2M8LCW4ROTCN2D","AE861G0AY5RGT","Submitted","Sun Dec 08 08:04:47 PST 2019","Sun Dec 08 08:05:19 PST 2019","Wed Dec 11 08:05:19 PST 2019","","","","32","100% (4/4)","100% (2/2)","100% (2/2)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Computer-altered"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3M81GAB8A0JWG5UH17TDHJ20NACQB5","A1MBOBY8S6CK3J","Submitted","Sun Dec 08 08:07:17 PST 2019","Sun Dec 08 08:07:38 PST 2019","Wed Dec 11 08:07:38 PST 2019","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Real"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3OSWBBLG1EX94ZTD1HFB6HMTNYADXV","AJDXSXAWDDAEO","Submitted","Sun Dec 08 07:48:47 PST 2019","Sun Dec 08 07:49:12 PST 2019","Wed Dec 11 07:49:12 PST 2019","","","","25","100% (12/12)","0% (0/0)","0% (0/0)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Real"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3P1L2B7AD1P5823DD7Q36H35K37LOE","ATHS9GUME1XCA","Submitted","Sun Dec 08 07:51:23 PST 2019","Sun Dec 08 07:51:36 PST 2019","Wed Dec 11 07:51:36 PST 2019","","","","13","100% (41/41)","100% (37/37)","100% (37/37)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Real"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3P4MQ7TPPXC9CZSSIPWNMU711ABBBE","A1NF6PELRKACS9","Submitted","Sun Dec 08 07:59:49 PST 2019","Sun Dec 08 08:01:06 PST 2019","Wed Dec 11 08:01:06 PST 2019","","","","77","100% (34/34)","0% (0/0)","0% (0/0)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Computer-altered"
"3SCKNODZ0XGLPCG5IWKFJ3PCJYON73","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","3TMSXRD2X600N48BBJZU3W7DPZ3W1X","A3GNQDFPZALU92","Submitted","Sun Dec 08 08:22:28 PST 2019","Sun Dec 08 08:22:55 PST 2019","Wed Dec 11 08:22:55 PST 2019","","","","27","100% (31/31)","100% (31/31)","100% (31/31)","92","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","fake","Real"
"3JU8CV4BRLCSD3KHFXE9YEG292ZOPQ","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:52 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:52 PST 2019","","","324G5B4FB38LQ0MS7SNIXBPMRGN702","AJDXSXAWDDAEO","Submitted","Sun Dec 08 08:02:00 PST 2019","Sun Dec 08 08:03:10 PST 2019","Wed Dec 11 08:03:10 PST 2019","","","","70","100% (12/12)","0% (0/0)","0% (0/0)","93","this hideously earnest inversion of the concubine love triangle eschews the previous film's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .","fake","Real"
