"original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text"
2.0,0.0002459883689880371,"It is a march of people of different backgrounds all walking and one guy in a green shirt holds a flag .

[[A]] [[man]] [[hugs]] his [[mother]] and [[leaves]] for war .",1.0,0.7097861170768738,"It is a march of people of different backgrounds all walking and one guy in a green shirt holds a flag .

[[para]] [[mens]] [[cuddling]] his [[parent]] and [[leaving]] for war ."
2.0,0.0007040500640869141,"A baby sitting in a highchair looking [[delighted]] .

The baby is crying .",1.0,0.8492870926856995,"A baby sitting in a highchair looking [[chuffed]] .

The baby is crying ."
0.0,0.9973672032356262,"a small brown and white dog swimming through the pool next to a man .

A man teaches his puppy how to swim .",0.0,0.9973672032356262,"a small brown and white dog swimming through the pool next to a man .

A man teaches his puppy how to swim ."
0.0,0.014260828495025635,"An elderly man is smiling while sitting in front of a row of soda cans .

An old man smiles in front of [[soda]] cans .",1.0,0.9936301112174988,"An elderly man is smiling while sitting in front of a row of soda cans .

An old man smiles in front of [[coca]] cans ."
0.0,0.04631698131561279,"A man in gray on a rocky cliff , overlooking the mountains .

A man can see [[mountains]] from where he stands .",1.0,0.9320754408836365,"A man in gray on a rocky cliff , overlooking the mountains .

A man can see [[montagne]] from where he stands ."
1.0,0.004537761211395264,"A group of children divided into a maroon team and a blue team playing a soccer game .

Some children are playing [[soccer]] by a school .",2.0,0.9991363883018494,"A group of children divided into a maroon team and a blue team playing a soccer game .

Some children are playing [[football]] by a school ."
0.0,0.013652563095092773,"A man tests model [[airplanes]] in an open field .

A man is testing model airplanes .",1.0,0.9368720650672913,"A man tests model [[air]] in an open field .

A man is testing model airplanes ."
1.0,0.005271852016448975,"Two women stand in the street both wearing matching outfits with police like jackets that say Polotie .

Two women are taking place in a protest by dressing as [[police]] .",2.0,0.9905501008033752,"Two women stand in the street both wearing matching outfits with police like jackets that say Polotie .

Two women are taking place in a protest by dressing as [[plainclothes]] ."
0.0,0.1250205636024475,"A group of boys playing street [[soccer]] .

A group of boys are playing soccer in the street .",2.0,0.9994308352470398,"A group of boys playing street [[pied]] .

A group of boys are playing soccer in the street ."
0.0,0.003749072551727295,"3 people are shopping in a market .

There are people at a [[market]] .",2.0,0.9953325986862183,"3 people are shopping in a market .

There are people at a [[prenup]] ."
0.0,0.0258026123046875,"Two women are reading , one woman has a magazine with a Dior ad on the back of it , while the other woman is reading fro ma hard cover book .

Two women are reading , one has a [[magazine]] , while the other has a [[book]] .",1.0,0.7554545998573303,"Two women are reading , one woman has a magazine with a Dior ad on the back of it , while the other woman is reading fro ma hard cover book .

Two women are reading , one has a [[mags]] , while the other has a [[livres]] ."
0.0,0.05249953269958496,"A young boy in red leaping into sand at a playground .

A child is playing in the [[sand]] .",2.0,0.9634471535682678,"A young boy in red leaping into sand at a playground .

A child is playing in the [[berm]] ."
1.0,0.03402435779571533,"A group of people are buying fruits and [[vegetables]] from a stand located in a street market .

The people are inspecting the vegetables .",2.0,0.7069364786148071,"A group of people are buying fruits and [[veggies]] from a stand located in a street market .

The people are inspecting the vegetables ."
2.0,0.01771223545074463,"An older [[woman]] is holding a small child .

a man holding a baby",0.0,0.9981786608695984,"An older [[giris]] is holding a small child .

a man holding a baby"
0.0,0.016080200672149658,"A guy with a [[football]] , a crowd watching him .

There is a guy holding a football .",1.0,0.9845930337905884,"A guy with a [[ball]] , a crowd watching him .

There is a guy holding a football ."
0.0,0.09225523471832275,"A man swings his tennis racquet as the tennis ball gets closer to him .

A man is [[playing]] [[tennis]] .",1.0,0.9732915163040161,"A man swings his tennis racquet as the tennis ball gets closer to him .

A man is [[wagering]] [[openings]] ."
2.0,0.006271958351135254,"Brown horse standing in the background while man in a white cowboy hat and blue long-sleeve shirt is [[walking]] off .

A horse is [[dead]] .",1.0,0.8031079173088074,"Brown horse standing in the background while man in a white cowboy hat and blue long-sleeve shirt is [[strolling]] off .

A horse is [[mort]] ."
1.0,0.002969980239868164,"There are children playing in the snow and one of them is making a snowball .

Two [[brothers]] [[have]] a [[snowball]] fight .",2.0,0.5408766269683838,"There are children playing in the snow and one of them is making a snowball .

Two [[bros]] [[gets]] a [[snowmen]] fight ."
0.0,0.12228286266326904,"A group of people stares at a wall that is filled with [[drawings]] in a building .

A group of [[people]] are [[looking]] at something",1.0,0.6619504690170288,"A group of people stares at a wall that is filled with [[sketch]] in a building .

A group of [[compatriots]] are [[seeing]] at something"
1.0,0.5075597167015076,"People jump over a mountain crevasse on a rope .

Some people look visually afraid to jump .",1.0,0.5075597167015076,"People jump over a mountain crevasse on a rope .

Some people look visually afraid to jump ."
1.0,0.6578856706619263,"A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow .

It is cold and snowy outside .",1.0,0.6578856706619263,"A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow .

It is cold and snowy outside ."
0.0,0.01643955707550049,"The hockey players and [[referee]] are preparing for a face-off .

The referee and players are getting ready to face-off .",2.0,0.7170989513397217,"The hockey players and [[respondent]] are preparing for a face-off .

The referee and players are getting ready to face-off ."
0.0,0.014460325241088867,"A musician playing a guitar while he has the microphone inside his mouth .

The [[man]] is holding an [[instrument]] .",1.0,0.5077380537986755,"A musician playing a guitar while he has the microphone inside his mouth .

The [[male]] is holding an [[equipments]] ."
1.0,0.2985401153564453,"Three men in hats and a woman in a red shirt examine the produce [[presented]] to them by the man in the blue shirt and white hat .

The group is going to buy something",0.0,0.5928137302398682,"Three men in hats and a woman in a red shirt examine the produce [[introducing]] to them by the man in the blue shirt and white hat .

The group is going to buy something"
0.0,0.7860321402549744,"A picture of an artwork that depicts a man being flown by birds that is in font of a construction area .

A man is being carried by birds .",0.0,0.7860321402549744,"A picture of an artwork that depicts a man being flown by birds that is in font of a construction area .

A man is being carried by birds ."
2.0,0.014466047286987305,"Nurses in a medical setting conversing over a plastic cup .

The nurses are [[eating]] [[lunch]] .",1.0,0.9270222783088684,"Nurses in a medical setting conversing over a plastic cup .

The nurses are [[consuming]] [[lunchtime]] ."
1.0,0.002140343189239502,"A [[skateboarder]] is performing a grab trick while hovering above a ramp , which is located within a city .

A skateboarder is at a skatepark with his [[friends]] [[showing]] off his [[moves]] .",2.0,0.7033044099807739,"A [[skateboards]] is performing a grab trick while hovering above a ramp , which is located within a city .

A skateboarder is at a skatepark with his [[chum]] [[pointing]] off his [[stride]] ."
1.0,0.008013010025024414,"A man wearing a hat sitting on the side of a hill looking towards the water .

The man is watching [[boats]] pass by while sitting on the hill .",0.0,0.8219574093818665,"A man wearing a hat sitting on the side of a hill looking towards the water .

The man is watching [[vessels]] pass by while sitting on the hill ."
1.0,0.0074416399002075195,"Construction workers are standing upon on a wooden bridge .

The men are [[nervous]]",2.0,0.9964843988418579,"Construction workers are standing upon on a wooden bridge .

The men are [[neurological]]"
0.0,0.01101541519165039,"A man is outdoors looking directly at the camera , and in front of him is a yellow flower .

The man [[stands]] before the camera outside .",2.0,0.6729763746261597,"A man is outdoors looking directly at the camera , and in front of him is a yellow flower .

The man [[booths]] before the camera outside ."
2.0,0.002108156681060791,"A few people are sitting [[inside]] of a building with lots of photography on the walls .

The people are attending an [[outdoor]] art festival .",1.0,0.9978730082511902,"A few people are sitting [[within]] of a building with lots of photography on the walls .

The people are attending an [[exterior]] art festival ."
1.0,0.004518032073974609,"A chef in a kitchen cuts a piece off of a large slab of rotating meat on a stick , probably lamb .

A chef is [[cooking]] up a 6-course menu for his close friends .",2.0,0.5753443241119385,"A chef in a kitchen cuts a piece off of a large slab of rotating meat on a stick , probably lamb .

A chef is [[boiled]] up a 6-course menu for his close friends ."
1.0,0.9499948024749756,"A man and a woman are dancing in the crowd .

a couple dances among other people",1.0,0.9499948024749756,"A man and a woman are dancing in the crowd .

a couple dances among other people"
2.0,0.8615837693214417,"A man in a blue shirt was arguing with a man in a green jacket and started to raise his fist in anger .

a man orders a mamosa for another man",2.0,0.8615837693214417,"A man in a blue shirt was arguing with a man in a green jacket and started to raise his fist in anger .

a man orders a mamosa for another man"
1.0,0.0011225342750549316,"Two young men climb a tree overlooking a rural setting , with one of them out far on a limb and clutching a white helmet .

Two [[brothers]] are climbing a [[tree]] to get down their Frisbee .",2.0,0.74356609582901,"Two young men climb a tree overlooking a rural setting , with one of them out far on a limb and clutching a white helmet .

Two [[bros]] are climbing a [[shaft]] to get down their Frisbee ."
2.0,0.0002745985984802246,"[[A]] woman [[wearing]] a red work man 's hat and red jacket is [[hiking]] in the snow topped [[mountains]] .

A [[woman]] is sitting in her [[backyard]] .",1.0,0.6552676558494568,"[[another]] woman [[doorway]] a red work man 's hat and red jacket is [[stroll]] in the snow topped [[hillside]] .

A [[fille]] is sitting in her [[cour]] ."
2.0,0.0008513927459716797,"[[A]] woman in orange [[sunglasses]] is playing the drums while speaking into a [[microphone]] in [[front]] of a large sign .

A woman is yelling at a crowd and they can not [[hear]] her [[because]] she has no microphone .",1.0,0.5039282441139221,"[[another]] woman in orange [[spectacles]] is playing the drums while speaking into a [[shure]] in [[frontal]] of a large sign .

A woman is yelling at a crowd and they can not [[hearing]] her [[so]] she has no microphone ."
0.0,0.04214596748352051,"A caucasian man wearing red plaid bottoms and a black vest with large buttons with a tattoo on one arm has an upside down unicycle balancing on his mouth .

A man is holding a [[unicycle]] in a curious manner .",2.0,0.8223115801811218,"A caucasian man wearing red plaid bottoms and a black vest with large buttons with a tattoo on one arm has an upside down unicycle balancing on his mouth .

A man is holding a [[juggling]] in a curious manner ."
1.0,0.9410502314567566,"Two men are boxing in fighting arena .

Two men are punching eachother .",1.0,0.9410502314567566,"Two men are boxing in fighting arena .

Two men are punching eachother ."
0.0,0.41934865713119507,"A large African American man sitting on a camping chair .

The large black man is relaxing in the [[chair]]",1.0,0.6790639162063599,"A large African American man sitting on a camping chair .

The large black man is relaxing in the [[speaker]]"
0.0,0.01190727949142456,"A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt .

The dogs are chasing a [[ball]] .",2.0,0.9997589588165283,"A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt .

The dogs are chasing a [[footballs]] ."
0.0,0.017780065536499023,"A five piece horn band all playing in a hall of what looks like a church .

There are people playing [[music]] .",2.0,0.9992135763168335,"A five piece horn band all playing in a hall of what looks like a church .

There are people playing [[chanson]] ."
2.0,0.02836543321609497,"A big dog and a smaller dog fight over a piece of [[fabric]] .

A group of dogs fighting over a dead body .",1.0,0.5796694159507751,"A big dog and a smaller dog fight over a piece of [[cloths]] .

A group of dogs fighting over a dead body ."
2.0,0.0020731687545776367,"Two [[construction]] [[workers]] are [[working]] in front of a wall which [[has]] a [[bunch]] of [[names]] carved into it .

The men are playing wind instruments .",1.0,0.5120890140533447,"Two [[building]] [[workmen]] are [[collaborating]] in front of a wall which [[owns]] a [[strapping]] of [[behalf]] carved into it .

The men are playing wind instruments ."
2.0,0.0026862025260925293,"[[A]] younger couple is walking across a crosswalk [[outside]] with a very [[busy]] bus [[stop]] behind them .

There are people inside of a [[store]] .",0.0,0.5941399335861206,"[[another]] younger couple is walking across a crosswalk [[besides]] with a very [[cramped]] bus [[pauses]] behind them .

There are people inside of a [[stores]] ."
0.0,0.01270061731338501,"The coaching official and football player are talking in front a crowd and other team members .

People [[talking]]",1.0,0.9598536491394043,"The coaching official and football player are talking in front a crowd and other team members .

People [[mentioning]]"
0.0,0.1941664218902588,"The man in black is flying off the full in front of a red [[fence]] .

The man is next to the fence .",2.0,0.9887869954109192,"The man in black is flying off the full in front of a red [[close]] .

The man is next to the fence ."
1.0,0.0017358660697937012,"A man is on a skateboard jumping from a short ledge onto the sidewalk .

[[The]] [[man]] is wearing [[knee]] [[pads]] .",2.0,0.5081847906112671,"A man is on a skateboard jumping from a short ledge onto the sidewalk .

[[Both]] [[men]] is wearing [[knees]] [[buffers]] ."
0.0,0.012015700340270996,"A young black man wearing a dark leather jacket and gloves is standing on a lit stage , looking down .

A [[black]] man is standing on [[stage]] .",1.0,0.8193132281303406,"A young black man wearing a dark leather jacket and gloves is standing on a lit stage , looking down .

A [[noir]] man is standing on [[times]] ."
2.0,0.00012981891632080078,"A blond woman in a black shirt is standing behind a [[counter]] .

The woman is [[seated]] on a [[beach]] towel .",1.0,0.7916415333747864,"A blond woman in a black shirt is standing behind a [[contend]] .

The woman is [[assis]] on a [[cove]] towel ."
0.0,0.31724053621292114,"The guy in the black jacket is standing on his hand on a checkered rectangle .

A [[male]] is engaging in something acrobatic .",1.0,0.647540271282196,"The guy in the black jacket is standing on his hand on a checkered rectangle .

A [[mens]] is engaging in something acrobatic ."
2.0,3.0279159545898438e-05,"[[Girl]] wearing white shirt [[sings]] on stage while playing [[guitar]]

A man [[play]] the triangle .",1.0,0.5930297374725342,"[[Dames]] wearing white shirt [[chante]] on stage while playing [[strums]]

A man [[playback]] the triangle ."
2.0,0.0012862682342529297,"A male guitar player is vigorously singing a not to a song in a poorly lit room .

The man is [[buying]] a new guitar at the store .",1.0,0.7603840827941895,"A male guitar player is vigorously singing a not to a song in a poorly lit room .

The man is [[procuring]] a new guitar at the store ."
2.0,0.26086050271987915,"A young woman is wearing a paper crown at an outdoor event .

the woman is at a [[ski]] lodge",1.0,0.9477671980857849,"A young woman is wearing a paper crown at an outdoor event .

the woman is at a [[skier]] lodge"
2.0,0.0014580488204956055,"A girl is swinging , rather high , on a swing with blue ropes with lots of trees in the background .

A girl is swinging , rather high , on a swing with white [[ropes]] .",1.0,0.9902194142341614,"A girl is swinging , rather high , on a swing with blue ropes with lots of trees in the background .

A girl is swinging , rather high , on a swing with white [[twine]] ."
1.0,0.6893671751022339,"two shirtless men jumping over a street rail , probably practicing new dance moves .

Two naked men are practicing dance moves on the street .",1.0,0.6893671751022339,"two shirtless men jumping over a street rail , probably practicing new dance moves .

Two naked men are practicing dance moves on the street ."
1.0,0.00626063346862793,"A man sitting outside playing a musical [[instrument]] .

The man is playing a saxophone .",2.0,0.9993683695793152,"A man sitting outside playing a musical [[toolbox]] .

The man is playing a saxophone ."
2.0,0.0003973841667175293,"A group of female athletes are [[huddled]] together and excited .

The group of athletes all can breathe [[underwater]] .",0.0,0.5448558330535889,"A group of female athletes are [[congregating]] together and excited .

The group of athletes all can breathe [[rov]] ."
1.0,0.0017818808555603027,"Two men in hard hats sawing a plank of wood .

Two [[workers]] cutting down a board to [[make]] it [[fit]] in a housing [[project]] .",2.0,0.5754389762878418,"Two men in hard hats sawing a plank of wood .

Two [[functionaries]] cutting down a board to [[rendered]] it [[montage]] in a housing [[plans]] ."
2.0,0.9632922410964966,"Swimming in the wide blue ocean .

The ocean swims in the blue wideness .",2.0,0.9632922410964966,"Swimming in the wide blue ocean .

The ocean swims in the blue wideness ."
1.0,0.2694299817085266,"Five women wearing red shirts are leaning against a red car .

Everything in the photo is [[red]] colored .",2.0,0.9410076141357422,"Five women wearing red shirts are leaning against a red car .

Everything in the photo is [[rouge]] colored ."
2.0,0.0036290884017944336,"A guy in a red jacket is snowboarding in midair .

A guy is in a [[hot]] , sunny place",1.0,0.8106638789176941,"A guy in a red jacket is snowboarding in midair .

A guy is in a [[muggy]] , sunny place"
2.0,0.001123964786529541,"A nighttime street scene of a [[restaurant]] .

A nighttime scene of an [[apartment]] building .",0.0,0.9904251098632812,"A nighttime street scene of a [[deli]] .

A nighttime scene of an [[domicile]] building ."
1.0,0.00390702486038208,"A group of girls in black and white spotted skirts cross a street .

A group of [[girls]] are [[walking]] to [[school]] .",2.0,0.9859491586685181,"A group of girls in black and white spotted skirts cross a street .

A group of [[mesdames]] are [[promenade]] to [[faculties]] ."
2.0,9.334087371826172e-05,"A group of people in a room , most with computers , some raising their hands .

The group of people is [[outside]] [[playing]] basketball .",0.0,0.8635827302932739,"A group of people in a room , most with computers , some raising their hands .

The group of people is [[outward]] [[gaming]] basketball ."
0.0,0.0067487359046936035,"A woman in a black outfit lies face first on a yoga mat ; several paintings are hanged on the wall , and the sun shines through a large window near her .

There is a [[person]] in a [[room]] .",2.0,0.9696096777915955,"A woman in a black outfit lies face first on a yoga mat ; several paintings are hanged on the wall , and the sun shines through a large window near her .

There is a [[somebody]] in a [[chambre]] ."
1.0,0.10163497924804688,"A man wearing a blue lab coat , safety glasses , and gloves is working at a small machine with a large [[computer]] screen .

The man is doing science .",0.0,0.5558336973190308,"A man wearing a blue lab coat , safety glasses , and gloves is working at a small machine with a large [[cyber]] screen .

The man is doing science ."
1.0,0.0525326132774353,"A man and a child painting a [[post]] .

The father and son are repairing the sign .",2.0,0.7820142507553101,"A man and a child painting a [[position]] .

The father and son are repairing the sign ."
1.0,0.0017804503440856934,"A man wearing a white button down shirt is walking down the street .

The man is on his [[way]] to a movie .",2.0,0.9735592603683472,"A man wearing a white button down shirt is walking down the street .

The man is on his [[chemin]] to a movie ."
2.0,0.0021678805351257324,"Two black [[guys]] , that are on rival teams playing basketball .

Two women playing basketball .",0.0,0.9985171556472778,"Two black [[girlies]] , that are on rival teams playing basketball .

Two women playing basketball ."
1.0,0.0007740259170532227,"Two [[people]] are [[running]] in the grass by a hill .

A man and a woman are [[running]] as [[part]] of their training for a marathon .",2.0,0.6222172379493713,"Two [[man]] are [[run]] in the grass by a hill .

A man and a woman are [[runs]] as [[chunks]] of their training for a marathon ."
2.0,0.0005189776420593262,"A game of rugby in which 2 [[players]] are [[attempting]] to [[stop]] there [[opponent]] from catching a [[ball]] in [[midair]] .

The players are playing [[basketball]] .",0.0,0.6240794062614441,"A game of rugby in which 2 [[participant]] are [[striven]] to [[interrupt]] there [[opponents]] from catching a [[basketball]] in [[hovers]] .

The players are playing [[basket]] ."
1.0,0.021739661693572998,"[[A]] [[man]] and a [[woman]] are [[lying]] [[together]] on a [[grassy]] park field [[near]] a [[waterfront]] .

A [[couple]] on a date lay next to [[each]] other in a park .",0.0,0.518700897693634,"[[another]] [[fella]] and a [[femme]] are [[lies]] [[jointly]] on a [[grazed]] park field [[about]] a [[seaside]] .

A [[peers]] on a date lay next to [[both]] other in a park ."
2.0,0.0007221102714538574,"An old man in a baseball [[hat]] and an old woman in a jean [[jacket]] are standing outside , but are covered mostly in shadow .

An [[old]] woman has no [[jacket]] .",1.0,0.7205209136009216,"An old man in a baseball [[millinery]] and an old woman in a jean [[skirts]] are standing outside , but are covered mostly in shadow .

An [[longtime]] woman has no [[coat]] ."
2.0,8.130073547363281e-05,"The blond [[girl]] is opening her drink as she speaks to the person with her .

A [[man]] is [[eating]] [[dinner]] at a restaurant .",1.0,0.8332792520523071,"The blond [[fille]] is opening her drink as she speaks to the person with her .

A [[blokes]] is [[dining]] [[diner]] at a restaurant ."
0.0,0.9054594039916992,"Woman wearing green pants , blue jacket and sunhat carrying food in baskets that are hung over her shoulder .

They walk along carrying a bounty of food",0.0,0.9054594039916992,"Woman wearing green pants , blue jacket and sunhat carrying food in baskets that are hung over her shoulder .

They walk along carrying a bounty of food"
0.0,0.24951714277267456,"a young couple both wearing white shirts and blue jeans standing in a light misty [[rain]]

A matching couple get wet .",1.0,0.9288651347160339,"a young couple both wearing white shirts and blue jeans standing in a light misty [[blizzard]]

A matching couple get wet ."
2.0,0.0002873539924621582,"A group of [[women]] [[observing]] an [[event]] while one in military attire takes a [[photograph]]

A group of [[people]] got ran over by a [[bus]] .",1.0,0.6438581347465515,"A group of [[femmes]] [[observe]] an [[incident]] while one in military attire takes a [[scene]]

A group of [[humans]] got ran over by a [[buses]] ."
2.0,0.00013518333435058594,"[[A]] [[juggler]] [[wearing]] a [[plaid]] kilt and a green [[shirt]] , [[juggling]] .

A [[person]] [[rides]] a [[bike]] down a [[hill]] wearing pants .",0.0,0.8870348930358887,"[[another]] [[trapeze]] [[wear]] a [[scot]] kilt and a green [[sweatpants]] , [[juggled]] .

A [[someone]] [[wrinkles]] a [[motorbikes]] down a [[hil]] wearing pants ."
0.0,0.00389862060546875,"The young Asian [[woman]] is using an umbrella , and is in front of a brightly colored patch of flowers in the back .

A [[woman]] is using an umbrella .",2.0,0.9271700382232666,"The young Asian [[fille]] is using an umbrella , and is in front of a brightly colored patch of flowers in the back .

A [[mesdames]] is using an umbrella ."
0.0,0.5697258710861206,"A water scene with a sunset in the background .

There is a water scene with the sunset in the back .",0.0,0.5697258710861206,"A water scene with a sunset in the background .

There is a water scene with the sunset in the back ."
1.0,0.05731934309005737,"Two men wearing red jackets are looking out over some water and one man has yellow [[earphones]] on his ears .

The man listening to music is [[listening]] to Kanye West .",2.0,0.8437433242797852,"Two men wearing red jackets are looking out over some water and one man has yellow [[earphone]] on his ears .

The man listening to music is [[watching]] to Kanye West ."
1.0,0.0018584728240966797,"A woman is leaning against a wall with her [[shoe]] off .

A [[woman]] has her [[shoe]] off to [[adjust]] her sock .",2.0,0.7561203241348267,"A woman is leaning against a wall with her [[sandal]] off .

A [[mesdames]] has her [[shoes]] off to [[attuned]] her sock ."
1.0,0.0034437179565429688,"Two workers in green uniforms are standing in an alleyway .

The [[workers]] are [[brothers]] .",2.0,0.9996630549430847,"Two workers in green uniforms are standing in an alleyway .

The [[housemaids]] are [[sorority]] ."
0.0,0.4795934557914734,"Two men at a fish market filled with boxes of fish and freshly cut fillets study a weight scale .

Two men work at a [[market]] .",1.0,0.9175918102264404,"Two men at a fish market filled with boxes of fish and freshly cut fillets study a weight scale .

Two men work at a [[procurement]] ."
2.0,0.6197565793991089,"A member of the army is walking with a German Shepard while the dog has something in has mouth .

A member of the army practices his sniping skills .",2.0,0.6197565793991089,"A member of the army is walking with a German Shepard while the dog has something in has mouth .

A member of the army practices his sniping skills ."
2.0,0.002993643283843994,"A man sits outdoors with some of his belongings .

A man is [[inside]] .",1.0,0.9967954158782959,"A man sits outdoors with some of his belongings .

A man is [[domestic]] ."
2.0,0.0002110600471496582,"A woman , wearing a colorful bikini , rests laying down next to the blue water .

The woman is [[wearing]] a prom [[dress]] .",1.0,0.6243862509727478,"A woman , wearing a colorful bikini , rests laying down next to the blue water .

The woman is [[porte]] a prom [[clothe]] ."
0.0,0.01872718334197998,"Three men on mountain bikes go over a [[sand]] hill .

Men on bikes go over a sand hill .",2.0,0.9991377592086792,"Three men on mountain bikes go over a [[berm]] hill .

Men on bikes go over a sand hill ."
2.0,0.0004119277000427246,"Asian people about to perform animal balloons .

[[dog]] looks at the [[pond]]",0.0,0.9793517589569092,"Asian people about to perform animal balloons .

[[canine]] looks at the [[tong]]"
0.0,0.015160620212554932,"An older man is riding a [[bike]] with a blue laundry [[hamper]] full of clothes on his handlebars .

A man is on his bike with a [[laundry]] hamper .",1.0,0.7332728505134583,"An older man is riding a [[bicycling]] with a blue laundry [[block]] full of clothes on his handlebars .

A man is on his bike with a [[washed]] hamper ."
2.0,0.001811206340789795,"A [[woman]] wearing a tank top and black [[pants]] is laying on the [[ground]] while [[looking]] at a book .

A [[woman]] is standing and [[looking]] at a book .",0.0,0.6333164572715759,"A [[ladies]] wearing a tank top and black [[undergarments]] is laying on the [[basis]] while [[scoured]] at a book .

A [[femme]] is standing and [[attempting]] at a book ."
0.0,0.08378738164901733,"Two dogs are [[digging]] under a large rock with their bottoms to the camera .

Dogs are digging a [[hole]] .",1.0,0.9941014051437378,"Two dogs are [[excavating]] under a large rock with their bottoms to the camera .

Dogs are digging a [[slit]] ."
0.0,0.01312267780303955,"A closeup of an older man with glasses speaking .

An older man is [[talking]] .",1.0,0.9784473180770874,"A closeup of an older man with glasses speaking .

An older man is [[debating]] ."
0.0,0.04891139268875122,"Two boys in a canoe in front of a larger boat with a storm coming in .

Two boys in a [[boat]]",2.0,0.9808793067932129,"Two boys in a canoe in front of a larger boat with a storm coming in .

Two boys in a [[dinghies]]"
1.0,0.9344793558120728,"A man with thinning hair looking into glasses through glasses .

A man with glasses is looking at drinking glasses .",1.0,0.9344793558120728,"A man with thinning hair looking into glasses through glasses .

A man with glasses is looking at drinking glasses ."
2.0,0.0006641745567321777,"A dog jumping over a beam

An animal is [[lying]] down .",1.0,0.9059610366821289,"A dog jumping over a beam

An animal is [[falsehood]] down ."
1.0,0.001889944076538086,"A group of four children pose on a muddy beach , smiling and making faces .

[[Four]] [[kids]] [[pose]] during summer vacation .",2.0,0.7606257200241089,"A group of four children pose on a muddy beach , smiling and making faces .

[[Three]] [[infants]] [[constituted]] during summer vacation ."
2.0,0.0005677342414855957,"A bundled up toddler is walking over [[snow]] .

A toddler walking in sand .",1.0,0.5932842493057251,"A bundled up toddler is walking over [[frigid]] .

A toddler walking in sand ."
0.0,0.2381119728088379,"Kids work at computers with a teacher 's help .

The kids are [[learning]] .",1.0,0.846845269203186,"Kids work at computers with a teacher 's help .

The kids are [[schooling]] ."
2.0,0.0001666545867919922,"It [[looks]] [[like]] the clown has [[fallen]] off the horse .

The cowboy [[rode]] the [[bull]] to the [[buzzer]] .",1.0,0.5273604393005371,"It [[transpires]] [[iike]] the clown has [[downsized]] off the horse .

The cowboy [[rouge]] the [[bovine]] to the [[beep]] ."
0.0,0.010374963283538818,"An oriental [[woman]] cleaning wood outside from a bucket .

A woman is cleaning wood .",2.0,0.9974223375320435,"An oriental [[hen]] cleaning wood outside from a bucket .

A woman is cleaning wood ."
0.0,0.019971728324890137,"Girl in red jumping up

The girl in red is in the [[air]] .",2.0,0.9999480247497559,"Girl in red jumping up

The girl in red is in the [[airplanes]] ."
1.0,0.9841614365577698,"Shirtless man with long pole navigates covered boat down a palm tree lined river past a hut .

A man without a shirt is on a river .",1.0,0.9841614365577698,"Shirtless man with long pole navigates covered boat down a palm tree lined river past a hut .

A man without a shirt is on a river ."
2.0,0.00046050548553466797,"A woman wearing dollar sign glasses , holding a dollar bill , [[stands]] with a suitcase that says `` Lucky '' that is overflowing with cash .

She [[does]] a handstand in her business [[suit]]",1.0,0.5504559278488159,"A woman wearing dollar sign glasses , holding a dollar bill , [[platforms]] with a suitcase that says `` Lucky '' that is overflowing with cash .

She [[wishes]] a handstand in her business [[attire]]"
2.0,0.00012254714965820312,"A man in a bright yellow shirt juggles while riding a unicycle .

[[Man]] [[throws]] [[knives]] at [[unsuspecting]] [[people]] .",1.0,0.8734648823738098,"A man in a bright yellow shirt juggles while riding a unicycle .

[[Buddy]] [[sheds]] [[daggers]] at [[unknowing]] [[locals]] ."
0.0,0.016131222248077393,"Boy in [[backpack]] crossing the street , Other people , all Asian , are all in crosswalk walking towards the boy .

The boy is wearing a backpack .",1.0,0.9878382086753845,"Boy in [[rucksack]] crossing the street , Other people , all Asian , are all in crosswalk walking towards the boy .

The boy is wearing a backpack ."
1.0,0.0005678534507751465,"Man with an orange bandanna is playing the flute .

[[Sad]] Man with an orange bandanna is playing the [[flute]] .",2.0,0.9962884783744812,"Man with an orange bandanna is playing the flute .

[[Dire]] Man with an orange bandanna is playing the [[recorder]] ."
0.0,0.007967233657836914,"A young boy in a cowboy hat rides a large [[horse]] .

A boy rides a horse .",2.0,0.5698918104171753,"A young boy in a cowboy hat rides a large [[pony]] .

A boy rides a horse ."
2.0,0.017150819301605225,"[[Blond]] women working wearing gloves .

A redhead working wearing gloves .",1.0,0.9995579719543457,"[[Girlfriend]] women working wearing gloves .

A redhead working wearing gloves ."
0.0,0.008381307125091553,"A dog is on the beach near a ball .

A [[dog]] is on the beach .",1.0,0.9798811674118042,"A dog is on the beach near a ball .

A [[doggie]] is on the beach ."
0.0,0.10551828145980835,"A young woman wearing a white sleeveless dress with red [[flowers]] is talking on her cellphone as she walks down a street .

A young woman wearing a white sleeveless dress lined with red flowers talking on her cellphone as she walks down the street sidewalk outside .",1.0,0.6031226515769958,"A young woman wearing a white sleeveless dress with red [[fleur]] is talking on her cellphone as she walks down a street .

A young woman wearing a white sleeveless dress lined with red flowers talking on her cellphone as she walks down the street sidewalk outside ."
